published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,31114737,null,"Double thermoelectric power factor of a 2D electron system",null,"[Yuqiao Zhang,Bin Feng,Hiroyuki Hayashi,Cheng Ping Chang,Yu Miin Sheu,Isao Tanaka,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2018 The Author(s). Two-dimensional electron systems have attracted attention as thermoelectric materials, which can directly convert waste heat into electricity. It has been theoretically predicted that thermoelectric power factor can be largely enhanced when the two-dimensional electron layer is far narrower than the de Broglie wavelength. Although many studies have been made, the effectiveness has not been experimentally clarified thus far. Here we experimentally clarify that an enhanced two-dimensionality is efficient to enhance thermoelectric power factor. We fabricated superlattices of [N unit cell SrTi1-x Nb x O3|11 unit cell SrTiO3]10 - there are two different de Broglie wavelength in the SrTi1-x Nb x O3 system. The maximum power factor of the superlattice composed of the longer de Broglie wavelength SrTi1-x Nb x O3 exceeded 5 mW m-1 K-2, which doubles the value of optimized bulk SrTi1-x Nb x O3. The present approach - use of longer de Broglie wavelength - is epoch-making and is fruitful to design good thermoelectric materials showing high power factor.",null,null,2018-12-01,null,"Nature Communications",9,1,null,null,null,null,null,scientific_journal,null,null,10.1038/s41467-018-04660-4,null,2041-1723,null,null,false,disclosed
insert,merge,null,31114738,null,"On the quantitativeness of grain boundary chemistry using STEM EDS: A ZrO<inf>2</inf> Σ9 model grain boundary case study",null,"[B. Feng,N. R. Lugg,A. Kumamoto,N. Shibata,Y. Ikuhara]",null,null,"© 2018 Atomic-resolution energy dispersive X-ray spectroscopy (EDS) in scanning transmission electron microscopy (STEM) has recently been shown to be a powerful approach to investigate local chemistry of nanoscale structures quantitatively. While most of the studies have been focused on the quantification of the chemical composition in bulk crystals, few were discussed on interfaces. In this study, we theoretically explored the applicability of STEM EDS for the quantification of local chemistry in grain boundaries (GBs), where the electron channeling can be dramatically changed compared with the bulk due to non-periodic atomic arrangement. We find that: (1) line scan analysis across the GBs or mapping analysis, which have been widely used for interface analysis, sometimes leads to misinterpretation of true interface chemistry. (2) Tilting the specimen, which is effective to reduce the effects of scattering, is not always useful for the quantification of GBs. (3) EDS analysis covering the whole GB structure unit, such as using a box scan, can provide true chemical information. Our study provides useful insights into characterization of interface chemistry using STEM EDS.",null,null,2018-10,null,Ultramicroscopy,193,null,33,38,null,null,null,scientific_journal,null,null,10.1016/j.ultramic.2018.05.010,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,31114739,null,"Insights into the efficiency and stability of Cu-based nanowires for electrocatalytic oxygen evolution",null,"[Jun Yu,Qi Cao,Bin Feng,Changli Li,Jingyuan Liu,J. Kenji Clark,Jean Jacques Delaunay]",null,null,"© 2018, Tsinghua University Press and Springer-Verlag GmbH Germany, part of Springer Nature. Copper oxide nanowires with varying oxidation states are prepared and their activity for water oxidation is studied. The nanowires with a CuO phase are found to be the most active, and their degree of crystallinity is important in achieving efficient water oxidation. For the crystalline CuO nanowires in a weakly basic Na2CO3 electrolyte, a Tafel slope of 41 mV/decade, an overpotential of approximately 500 mV at ~ 10 mA/cm2 (without compensation for the solution resistance), and a faradaic efficiency of nearly 100% are obtained. This electrode maintains a stable current for over 15 h. The low overpotential of 500 mV at 10 mA/cm2, small Tafel slope, long-term stability, and low cost make CuO one of the most promising catalysts for water oxidation. Moreover, the evolution of the CuO nanowire morphology over time is studied by electron microscopy, revealing that the diffusion of Cu ions from the interior of the nanowires to their surface causes the aggregation of individual nanowires over time. However, despite this aggregation, the current density remains nearly constant, because the total electrochemically active surface area of CuO does not change. [Figure not available: see fulltext.].",null,null,2018-08-01,null,"Nano Research",11,8,4323,4332,null,null,null,scientific_journal,null,null,10.1007/s12274-018-2020-1,1998-0124,1998-0000,null,null,false,disclosed
insert,merge,null,31114740,null,"Atomic-Scale Measurement of Flexoelectric Polarization at SrTiO3 Dislocations",null,"[Peng Gao,Shuzhen Yang,Ryo Ishikawa,Ning Li,Bin Feng,Akihito Kumamoto,Naoya Shibata,Pu Yu,Yuichi Ikuhara]",null,null,"© 2018 American Physical Society. Owing to the broken translational symmetry at dislocations, a strain gradient naturally exists around the dislocation cores and can significantly influence the electrical and mechanical properties. We use aberration corrected scanning transmission electron microscopy to directly measure the flexoelectric polarization (∼28 μC cm-2) at dislocation cores in SrTiO3. The polarization charges can interact with the nonstoichiometric dislocation cores and thus impact the electrical activities. Our findings can help us to understand the properties of dislocations in perovskite, providing new insights into the design of new devices via defect engineering such as bicrystal fabrication and thin film growth.",null,null,2018-06-29,null,"Physical Review Letters",120,26,null,null,null,null,null,scientific_journal,null,null,10.1103/PhysRevLett.120.267601,0031-9007,1079-7114,null,null,false,disclosed
insert,merge,null,31114741,null,"Large thickness dependence of the carrier mobility in a transparent oxide semiconductor, La-doped BaSnO<inf>3</inf>",null,"[Anup V. Sanchela,Mian Wei,Haruki Zensyo,Bin Feng,Joonhyuk Lee,Gowoon Kim,Hyoungjeen Jeen,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2018 Author(s). In this study, we report that the carrier mobility of 2%-La-doped BaSnO3 (LBSO) films on (001) SrTiO3 and (001) MgO substrates strongly depends on the thickness, whereas it is unrelated to the film/substrate lattice mismatch (+5.4% for SrTiO3 and -2.3% for MgO). The films exhibited large differences in lattice parameters, lateral grain sizes (∼85 nm for SrTiO3 and ∼20 nm for MgO), surface morphologies, threading dislocation densities, and misfit dislocation densities. However, the mobility dependences on the film thickness in both cases were almost the same, saturating at ∼100 cm2 V-1 s-1, while the charge carrier densities approached the nominal carrier concentration (=[2% La3+]). Our study clearly indicates that the carrier mobility of LBSO films strongly depends on the thickness. These results would be beneficial for understanding the carrier transport properties and fruitful to further enhance the mobility of LBSO films.",null,null,2018-06-04,null,"Applied Physics Letters",112,23,null,null,null,null,null,scientific_journal,null,null,10.1063/1.5033326,0003-6951,null,null,null,false,disclosed
insert,merge,null,31114743,null,"Atomic-scale structure relaxation, chemistry and charge distribution of dislocation cores in SrTiO<inf>3</inf>",null,"[Peng Gao,Ryo Ishikawa,Bin Feng,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2017 Elsevier B.V. By using the state-of-the-art microscopy and spectroscopy in aberration-corrected scanning transmission electron microscopes, we determine the atomic arrangements, occupancy, elemental distribution, and the electronic structures of dislocation cores in the 10° tilted SrTiO3 bicrystal. We identify that there are two different types of oxygen deficient dislocation cores, i.e., the SrO plane terminated Sr0.82Ti0.85O3-x (Ti3.67+, 0.48 ≤ x ≤ 0.91) and TiO2 plane terminated Sr0.63Ti0.90O3-y (Ti3.60+, 0.57 ≤ y ≤ 1). They have the same Burgers vector of a[100] but different atomic arrangements and chemical properties. Besides the oxygen vacancies, Sr vacancies and rocksalt-like titanium oxide reconstruction are also identified in the dislocation core with TiO2 plane termination. Our atomic-scale study reveals the true atomic structures and chemistry of individual dislocation cores, providing useful insights into understanding the properties of dislocations and grain boundaries.",null,null,2018-01,null,Ultramicroscopy,184,null,217,224,null,null,null,scientific_journal,null,null,10.1016/j.ultramic.2017.09.006,0304-3991,1879-2723,null,null,false,disclosed
insert,merge,null,31114742,null,"Crystallographic orientation-surface energy-wetting property relationships of rare earth oxides",null,"[Jason Tam,Bin Feng,Yuichi Ikuhara,Hiromichi Ohta,Uwe Erb]",null,null,"© 2018 The Royal Society of Chemistry. Controlling the wetting property of ceramics, which is characterized by their water contact angles (WCAs), is of great interest because of their better thermal and chemical robustness compared with polymer materials. Among many ceramics, rare earth oxides (REOs) have attracted attention because of their high WCA (∼115°). Although several non-wetting mechanisms of REOs have been proposed thus far, the intrinsic mechanism has not been clarified yet due to the lack of information on crystallographic orientation-surface energy (SE)-WCA relationships. Here we report the WCA of (001), (110), and (111) oriented REO epitaxial films, which have different surface energies. We found that the WCA of fresh REO epitaxial film surfaces, which were prepared using a pulsed laser deposition technique, strongly depends on the crystallographic orientations, WCA(111) > WCA(110) > WCA(001), which reflects the differences in surface energy; SE(111) < SE(110) < SE(001). Moreover, we found that the WCA on REOs increases rapidly and converges to about 80° upon exposure to ambient air, regardless of the crystallographic orientation, likely due to surface adsorption of airborne carbon species. The present finding of 'There is a strong correlation between the crystallographic orientation, wetting property and the surface energy' is of great importance for the understanding of the wetting properties of ceramics.",null,null,2018,null,"Journal of Materials Chemistry A",6,38,18384,18388,null,null,null,scientific_journal,null,null,10.1039/c8ta04938f,2050-7488,2050-7496,null,null,false,disclosed
insert,merge,null,31114744,null,"Direct Observation of Oxygen Vacancy Distribution across Yttria-Stabilized Zirconia Grain Boundaries",null,"[Bin Feng,Nathan R. Lugg,Akihito Kumamoto,Yuichi Ikuhara,Naoya Shibata]",null,null,"© 2017 American Chemical Society. Crystalline interfaces in materials often govern the macroscopic functional properties owing to their complex structure and chemical inhomogeneity. For ionic crystals, however, such understanding has been precluded by the debatable local anion distribution across crystal interfaces. In this study, using yttria-stabilized zirconia as a model material, the oxygen vacancy distribution across individual grain boundaries was directly quantified by atomic-resolution scanning transmission electron microscopy with ultrahigh-sensitive energy-dispersive X-ray spectroscopy. Combined with dynamical scattering calculations, we unambiguously show that the relative oxygen concentrations increase in four high-angle grain boundaries, indicating that the oxygen vacancies are actually depleted near the grain boundary cores. These results experimentally evidence that the long-range electric interaction is the dominant factor to determine the local point defect distribution at ionic crystal interfaces.",null,null,2017-11-28,null,"ACS Nano",11,11,11376,11382,null,null,null,scientific_journal,null,null,10.1021/acsnano.7b05943,1936-0851,1936-086X,null,null,false,disclosed
insert,merge,null,31120090,null,"Thermopower modulation clarification of the intrinsic effective mass in transparent oxide semiconductor BaSn O3",null,"[Anup V. Sanchela,Takaki Onozato,Bin Feng,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2017 American Physical Society. The exact intrinsic carrier effective mass m∗ of a well-studied transparent oxide semiconductor BaSnO3 is unknown because the reported m∗ values are scattered from 0.06m0 to 3.7m0. This paper identifies the intrinsic m∗ of BaSnO3,m∗=0.40±0.01m0, by the thermopower modulation clarification method and determines the threshold of the degenerate/nondegenerate semiconductor. At the threshold, the thermopower values of both the La-doped BaSnO3 and BaSnO3 thin-film transistor structures are 240μVK-1, the bulk carrier concentration is 1.4×1019cm-3, and the two-dimensional sheet carrier concentration is 1.8×1012cm-2. When the Fermi energy EF is located above the parabolic shaped conduction band bottom, the mobility is rather high. In contrast, EF below the threshold exhibits a very low carrier mobility, most likely because the tail states suppress the carrier mobility. The present results are useful to further develop BaSnO3-based oxide electronics.",null,null,2017-08-04,null,"Physical Review Materials",1,3,null,null,null,null,null,scientific_journal,null,null,10.1103/PhysRevMaterials.1.034603,null,2475-9953,null,null,false,disclosed
insert,merge,null,31120091,null,"Possible absence of critical thickness and size effect in ultrathin perovskite ferroelectric films",null,"[Peng Gao,Zhangyuan Zhang,Mingqiang Li,Ryo Ishikawa,Bin Feng,Heng Jui Liu,Yen Lin Huang,Naoya Shibata,Xiumei Ma,Shulin Chen,Jingmin Zhang,Kaihui Liu,En Ge Wang,Dapeng Yu,Lei Liao,Ying Hao Chu,Yuichi Ikuhara]",null,null,"© The Author(s) 2017. Although the size effect in ferroelectric thin films has been known for long time, the underlying mechanism is not yet fully understood and whether or not there is a critical thickness below which the ferroelectricity vanishes is still under debate. Here, we directly measure the thickness-dependent polarization in ultrathin PbZr 0.2 Ti 0.8 O 3 films via quantitative annular bright field imaging. We find that the polarization is significantly suppressed for films <10-unit cells thick (â 1/44 nm). However, approximately the polarization never vanishes. The residual polarization is â 1/416 μCcm â '2 (â 1/417%) at 1.5-unit cells (â 1/40.6 nm) thick film on bare SrTiO 3 and â 1/422 μCcm â '2 at 2-unit cells thick film on SrTiO 3 with SrRuO 3 electrode. The residual polarization in these ultrathin films is mainly attributed to the robust covalent Pb-O bond. Our atomic study provides new insights into mechanistic understanding of nanoscale ferroelectricity and the size effects.",null,null,2017-06-06,null,"Nature Communications",8,null,null,null,null,null,null,scientific_journal,null,null,10.1038/ncomms15549,null,2041-1723,null,null,false,disclosed
insert,merge,null,31120092,null,"Thermoelectric phase diagram of the SrTiO<inf>3</inf>-SrNbO<inf>3</inf> solid solution system",null,"[Yuqiao Zhang,Bin Feng,Hiroyuki Hayashi,Tetsuya Tohei,Isao Tanaka,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2017 Author(s). Here, we present a thermoelectric phase diagram for the SrTi1−xNbxO3 (0.05 ≤ x ≤ 1) solid solution system, which we derived from the characterization of epitaxial films. We observed two thermoelectric phase boundaries in the system, which originate from the step-like decrease in carrier effective mass at x ∼ 0.3 and from a local minimum in carrier relaxation time at x ∼ 0.5. The origins of these phase boundaries are considered to be related to isovalent/heterovalent B-site substitution: parabolic Ti 3d orbitals dominate electron conduction for compositions with x < 0.3, whereas the Nb 4 d orbital dominates when x > 0.3. At x ∼ 0.5, a tetragonal distortion of the lattice, in which the B-site is composed of Ti4+ and Nb4+ ions, leads to the formation of tail-like impurity bands, which maximizes the electron scattering. These results provide a foundation for further research into improving the thermoelectric performance of SrTi1−xNbxO3.",null,null,2017-05-14,null,"Journal of Applied Physics",121,18,null,null,null,null,null,scientific_journal,null,null,10.1063/1.4983359,0021-8979,1089-7550,null,null,false,disclosed
insert,merge,null,31120094,null,"Structure of ⟨ 110 ⟩ -tilt boundaries in cubic zirconia",null,"[Kazutoshi Inoue,Bin Feng,Naoya Shibata,Motoko Kotani,Yuichi Ikuhara]",null,null,"© 2017, Springer Science+Business Media New York. Atomic structures of ⟨ 110 ⟩ -symmetrical tilt grain boundaries in yttria-stabilized cubic zirconia are investigated from a mathematical perspective. We predicted the unique arrangement of structural units along the grain boundaries which was confirmed experimentally by atomic-resolution scanning transmission electron microscopy.",null,null,2017-04,null,"Journal of Materials Science",52,8,4278,4287,null,null,null,scientific_journal,null,null,10.1007/s10853-016-0682-1,0022-2461,1573-4803,null,null,false,disclosed
insert,merge,null,31120093,null,"Reactive Solid-Phase Epitaxy and Electrical Conductivity of Layered Sodium Manganese Oxide Films",null,"[Shota Katayama,Takayoshi Katase,Tetsuya Tohei,Bin Feng,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2017 American Chemical Society. Layered alkali ion-containing metal oxides (LAMOs) are promising as candidate material for energy storage and conversion applications. Although high-quality epitaxial films are useful to clarify their physical properties, it is very difficult to fabricate LAMO films by a conventional vapor phase epitaxy method because of the high vapor pressure of alkali metals at elevated temperatures. Here we report reactive solid-phase epitaxy (R-SPE) [Cryst. Growth Des. 2005 5, 25] of layered sodium manganese oxide, which is a candidate as cathode active material for Na-ion batteries. In the R-SPE method, manganese oxide epitaxial film with spinel structure was first grown on sapphire substrate, and then the film was changed into Na≈2/3MnO2 epitaxial film by heating the film at 700 °C with Na2CO3 powder. Hydrated Na≈0.61MnO2· ≈ 0.42H2O film was also prepared by immersing a Na≈2/3MnO2 film into water at room temperature. The electron hopping conductivity of Na≈2/3MnO2 and Na≈0.61MnO2 ≈ 0.42H2O films was clarified as ∼1 and ∼0.1 mS cm-1 at room temperature, respectively, with an activation energy of 0.47 eV, demonstrating the usefulness of our R-SPE method for clarifying the physical properties of LAMO.",null,null,2017-04,null,"Crystal Growth and Design",17,4,1849,1853,null,null,null,scientific_journal,null,null,10.1021/acs.cgd.6b01810,1528-7483,1528-7505,null,null,false,disclosed
insert,merge,null,39623505,"Atomic-Resolution Composition Mapping in EDS STEM","Atomic-Resolution Composition Mapping in EDS STEM","[Nathan R Lugg,Akihito Kumamoto,Ryo Ishikawa,Bin Feng,Gerald Kothleitner,Naoya Shibata,Yuichi Ikuhara]","[Nathan R Lugg,Akihito Kumamoto,Ryo Ishikawa,Bin Feng,Gerald Kothleitner,Naoya Shibata,Yuichi Ikuhara]",null,null,null,"Cambridge University Press ({CUP})","Cambridge University Press ({CUP})",2016-07,"Microscopy and Microanalysis","Microscopy and Microanalysis",22,S3,1432,null,null,true,false,null,null,null,10.1017/s143192761600800x,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,31120095,null,"Atomic mechanism of polarization-controlled surface reconstruction in ferroelectric thin films",null,"[Peng Gao,Heng Jui Liu,Yen Lin Huang,Ying Hao Chu,Ryo Ishikawa,Bin Feng,Ying Jiang,Naoya Shibata,En Ge Wang,Yuichi Ikuhara]",null,null,"At the ferroelectric surface, the broken translational symmetry induced bound charge should significantly alter the local atomic configurations. Experimentally revealing the atomic structure of ferroelectric surface, however, is very challenging due to the strong spatial variety between nano-sized domains, and strong interactions between the polarization and other structural parameters. Here, we study surface structures of Pb(Zr0.2Ti0.8)O3 thin film by using the annular bright-field imaging. We find that six atomic layers with suppressed polarization and a charged 180° domain wall are at negatively poled surfaces, no reconstruction exists at positively poled surfaces, and seven atomic layers with suppressed polarization and a charged 90° domain wall exist at nominally neutral surfaces in ferroelastic domains. Our results provide critical insights into engineering ferroelectric thin films, fine grain ceramics and surface chemistry devices. The state-of-the-art methodology demonstrated here can greatly advance our understanding of surface science for oxides.",null,null,2016-04,null,"Nature Communications",7,null,null,null,null,null,null,scientific_journal,null,null,10.1038/ncomms11318,null,2041-1723,null,null,false,disclosed
insert,merge,null,31120096,null,"Atomically ordered solute segregation behaviour in an oxide grain boundary",null,"[Bin Feng,Tatsuya Yokoi,Akihito Kumamoto,Masato Yoshiya,Yuichi Ikuhara,Naoya Shibata]",null,null,"Grain boundary segregation is a critical issue in materials science because it determines the properties of individual grain boundaries and thus governs the macroscopic properties of materials. Recent progress in electron microscopy has greatly improved our understanding of grain boundary segregation phenomena down to atomistic dimensions, but solute segregation is still extremely challenging to experimentally identify at the atomic scale. Here, we report direct observations of atomic-scale yttrium solute segregation behaviours in an yttria-stabilized-zirconia grain boundary using atomic-resolution energy-dispersive X-ray spectroscopy analysis. We found that yttrium solute atoms preferentially segregate to specific atomic sites at the core of the grain boundary, forming a unique chemically-ordered structure across the grain boundary.",null,null,2016-03-23,null,"Nature Communications",7,null,null,null,null,null,null,scientific_journal,null,null,10.1038/ncomms11079,null,2041-1723,null,null,false,disclosed
insert,merge,null,31120097,null,"Atomic structures and oxygen dynamics of CeO<inf>2</inf> grain boundaries",null,"[Bin Feng,Issei Sugiyama,Hajime Hojo,Hiromichi Ohta,Naoya Shibata,Yuichi Ikuhara]",null,null,"Material performance is significantly governed by grain boundaries (GBs), a typical crystal defects inside, which often exhibit unique properties due to the structural and chemical inhomogeneity. Here, it is reported direct atomic scale evidence that oxygen vacancies formed in the GBs can modify the local surface oxygen dynamics in CeO2, a key material for fuel cells. The atomic structures and oxygen vacancy concentrations in individual GBs are obtained by electron microscopy and theoretical calculations at atomic scale. Meanwhile, local GB oxygen reduction reactivity is measured by electrochemical strain microscopy. By combining these techniques, it is demonstrated that the GB electrochemical activities are affected by the oxygen vacancy concentrations, which is, on the other hand, determined by the local structural distortions at the GB core region. These results provide critical understanding of GB properties down to atomic scale, and new perspectives on the development strategies of high performance electrochemical devices for solid oxide fuel cells.",null,null,2016-02-03,null,"Scientific Reports",6,null,null,null,null,null,null,scientific_journal,null,null,10.1038/srep20288,null,2045-2322,null,null,false,disclosed
insert,merge,null,31120098,null,"Atomic structure of a σ3 [110]/(111) grain boundary in CeO <inf>2</inf>",null,"[B. Feng,H. Hojo,T. Mizoguchi,H. Ohta,S. D. Findlay,Y. Sato,N. Shibata,T. Yamamoto,Y. Ikuhara]",null,null,"The atomic structure of a 3 [110]/(111) grain boundary in CeO 2 was studied by scanning transmission electron microscopy, electron energy loss spectroscopy, and the first-principles calculations. It was revealed that this grain boundary does not promote the formation of oxygen vacancies and keeps oxygen stoichiometry, which is different from that of 5 CeO 2 grain boundary studied previously [H. Hojo, T. Mizoguchi, H. Ohta, S. D. Findlay, N. Shibata, T. Yamamoto, and Y. Ikuhara, Nano Lett. 10, 4668 (2010)]. It was found that the difference in grain boundary oxygen stoichiometry is correlated with the grain boundary atomic structure. © 2012 American Institute of Physics.",null,null,2012-02-13,null,"Applied Physics Letters",100,7,null,null,null,null,null,scientific_journal,null,null,10.1063/1.3682310,0003-6951,null,null,null,false,disclosed
insert,merge,null,31120099,null,"Atomic structure and strain field of threading dislocations in CeO <inf>2</inf> thin films on yttria-stabilized ZrO<inf>2</inf>",null,"[Hajime Hojo,Eita Tochigi,Teruyasu Mizoguchi,Hiromichi Ohta,Naoya Shibata,Bin Feng,Yuichi Ikuhara]",null,null,"Threading dislocations in CeO2 thin films grown on yttria-stabilized ZrO2 substrates were investigated by transmission electron microscopy (TEM), high-resolution TEM, and scanning TEM. It is revealed that there are two kinds of threading dislocations with the Burgers vector of b=1/2 〈 110 〉: one is pure edge-type and the other is mixed-type. Comparing the strain field of the mixed-type dislocations with that of the Peierls-Nabarro and the Foreman dislocation models, we find that the Foreman model better describes it in CeO2. © 2011 American Institute of Physics.",null,null,2011-04,null,"Applied Physics Letters",98,15,null,null,null,null,null,scientific_journal,null,null,10.1063/1.3575566,0003-6951,null,null,null,false,disclosed
insert,merge,null,31120100,null,"Residual stress of Pb(Zr<inf>x</inf>Ti<inf>1-x</inf>)O<inf>3</inf> films with mixed textures",null,"[J. N. Wang,W. L. Li,B. Feng,C. Q. Liu,X. L. Li,Q. Sun,W. D. Fei]",null,null,"Pb(ZrxTi1-x)O3 films with different Zr/Ti ratios were prepared on Pt/Ti/SiO2/Si substrate by sol-gel technique. By X-ray diffraction method, the residual stress of PZT films with texture was studied. The results show that there exist mixed textures with (1 1 1) and (1 0 0) textures in all the Pb(ZrxTi1-x)O3 films. For the PZT films with mixed textures, residual compressive stress and tensile stress coexist in the films. The residual stress for (1 1 1)-oriented grains is compressive and that for (1 0 0)-oriented grains is tensile. The residual stress depends on both the lattice mismatch between the film and substrate and the spontaneous polarization direction of PZT films. © 2010 Elsevier B.V. All rights reserved.",null,null,2010-09-10,null,"Journal of Alloys and Compounds",506,1,167,171,null,null,null,scientific_journal,null,null,10.1016/j.jallcom.2010.06.170,0925-8388,null,null,null,false,disclosed
insert,merge,null,31120101,null,"Phase compositions and ferroelectric properties of Pb(Zr <inf>0.52</inf> ,Ti <inf>0.48</inf> )O <inf>3</inf> thin films with different highly orientations prepared by a sol-gel route",null,"[Q. G. Chi,W. L. Li,W. D. Fei,S. C. Xu,B. Feng]",null,null,"It is shown that different highly oriented Pb(Zr 0.52 ,Ti 0.48 )O 3 films can be obtained on Pt/Ti/SiO 2 /Si substrate using a sol-gel technique. The effects of pyrolysis temperature on the orientation, phase composition and ferroelectric properties of the films are investigated. It is found the ferroelectric hysteresis loops of (1 1 1)-oriented film, (1 1 1) and (1 0 0) mix-oriented film can both be saturated when the external electric field is large enough, whereas the hysteresis loop of (1 0 0)-oriented film is difficult to saturate. The analysis of X-ray diffraction indicated the possibility of different phase composition in different oriented films under large film residual stress. Higher remnant polarization (53 μC/cm 2 ) for (1 0 0)-oriented film can be attributed to its more tetragonal phase composition, which results in that the in-plane domain switching can continuously occur with external electric field increasing. © 2010 Elsevier B.V. All rights reserved.",null,null,2010-06-01,null,"Applied Surface Science",256,16,5120,5125,null,null,null,scientific_journal,null,null,10.1016/j.apsusc.2010.03.082,0169-4332,null,null,null,false,disclosed
insert,merge,null,31120102,null,"Low-temperature crystallization and orientation evolution of Nb-doped Pb(Zr,Ti)O<inf>3</inf> thin films using a Pb<inf>0.8</inf>Ca<inf>0.1</inf>La<inf>0.1</inf>Ti<inf>0.975</inf>O<inf>3</inf> seed layer",null,"[Q. G. Chi,W. L. Li,B. Feng,C. Q. Liu,W. D. Fei]",null,null,"Low-temperature growth of Pb(Nb0.01Zr0.2Ti0.8)O3 (PNZT) films, as low as 450 °C, was successfully achieved by a sol-gel route using a Pb0.8Ca0.1La0.1Ti0.975O3 (PLCT) seed layer. The influence of precursor concentration of the PLCT seed layer on the orientation and ferroelectric properties of PNZT films was investigated. With increasing concentration of the PLCT seed layer, the PNZT films clearly changed from (1 1 1)-oriented to (1 0 0)-oriented. The PNZT films showed a very square ferroelectric hysteresis loop when the concentration of the PLCT seed layer is 0.05 M. © 2008 Acta Materialia Inc.",null,null,2009-02,null,"Scripta Materialia",60,4,218,220,null,null,null,scientific_journal,null,null,10.1016/j.scriptamat.2008.10.003,1359-6462,null,null,null,false,disclosed
